id_img,label
10052,angry
10065,fear
10079,angry
10095,angry
10121,angry
10148,angry
10163,neutral
10215,angry
1024,happy
10286,angry
10315,fear
10336,angry
10338,fear
10371,sad
10382,neutral
10399,neutral
10415,neutral
10426,angry
10551,sad
10554,happy
10583,surprise
10699,angry
10702,neutral
1071,sad
10743,angry
10746,fear
10818,happy
10823,neutral
10825,neutral
10839,angry
10854,happy
10970,neutral
11002,sad
11017,sad
11024,angry
11028,sad
1106,happy
11075,angry
11093,sad
11096,fear
11158,angry
11169,angry
11186,angry
11188,angry
11200,sad
1124,angry
11266,fear
1127,angry
11337,angry
11342,angry
11400,neutral
11421,fear
11467,angry
11561,fear
11610,angry
11613,angry
11632,angry
11642,angry
11675,angry
11694,angry
1177,angry
11813,angry
11841,angry
11849,angry
11883,fear
11949,angry
11964,angry
11986,angry
12136,neutral
12144,angry
1215,neutral
12171,neutral
12183,surprise
12230,angry
12237,fear
12307,angry
1235,angry
12352,neutral
12489,neutral
12680,angry
12695,neutral
12733,fear
12808,angry
12810,angry
12841,angry
12842,angry
12851,angry
12928,neutral
12945,angry
13029,angry
13041,fear
13057,surprise
13059,angry
13092,neutral
13118,angry
13167,angry
13220,neutral
13267,fear
13279,neutral
13334,neutral
13351,sad
13376,neutral
13395,neutral
1340,angry
13431,neutral
1350,happy
13514,fear
13533,surprise
13535,angry
1358,sad
13582,sad
13599,happy
13607,angry
13671,neutral
13672,angry
13738,angry
13758,fear
1386,happy
13890,fear
13978,angry
14022,angry
14030,fear
14058,neutral
14108,angry
14118,happy
14120,fear
14148,neutral
14185,neutral
14206,angry
1422,fear
14243,angry
14315,angry
14329,angry
14357,angry
14376,angry
1438,sad
14381,sad
14421,angry
14438,fear
14498,neutral
14557,neutral
1460,angry
14706,happy
1477,fear
14775,neutral
14821,angry
14831,sad
14870,angry
14945,angry
15074,angry
1508,angry
15138,angry
15172,fear
15190,happy
15194,angry
15217,fear
15222,angry
15295,neutral
15474,sad
15500,fear
15502,neutral
1555,neutral
15562,happy
15637,happy
15644,angry
15654,fear
15699,angry
157,fear
15709,neutral
15712,neutral
15715,fear
15725,angry
1575,angry
15771,angry
1582,surprise
15820,fear
15821,neutral
15835,neutral
1584,angry
15848,angry
15897,fear
15919,angry
15941,angry
15954,happy
15979,angry
16033,neutral
16102,angry
16169,fear
16222,fear
16233,angry
16287,happy
16292,angry
16380,angry
16406,sad
16410,angry
16413,fear
16428,angry
16506,fear
16510,surprise
16557,neutral
16565,neutral
16643,sad
16659,happy
16681,fear
16711,happy
1672,fear
16764,fear
16768,angry
16783,angry
16792,angry
16875,angry
16999,fear
17024,angry
17053,neutral
17085,neutral
17099,angry
17167,angry
1717,angry
17170,neutral
17186,angry
17209,happy
17211,fear
17228,sad
17259,angry
17316,angry
17344,neutral
1736,fear
17371,neutral
17413,angry
17428,angry
17445,neutral
17452,angry
17502,angry
17536,angry
17647,fear
17700,angry
17705,surprise
17731,angry
17735,angry
17736,angry
17752,sad
17787,angry
17910,angry
17939,angry
18001,neutral
18050,sad
18140,angry
18142,angry
18161,surprise
18166,surprise
18183,angry
18200,angry
18247,angry
1825,happy
18254,sad
18284,angry
18376,fear
18380,fear
1841,surprise
18415,angry
18445,angry
18459,fear
18466,angry
18492,angry
18534,neutral
18565,neutral
18566,angry
18588,angry
18593,angry
18602,happy
18617,neutral
18633,angry
18695,fear
18715,angry
18779,angry
1880,angry
18810,fear
18837,angry
18882,angry
18903,sad
18949,neutral
18983,angry
1899,sad
18994,angry
19014,happy
19060,neutral
19067,sad
1908,fear
19093,angry
19108,angry
19114,fear
19115,angry
19140,fear
19152,happy
19268,angry
19292,angry
19309,neutral
19392,fear
19476,happy
19477,happy
19485,angry
1966,angry
19664,neutral
19732,angry
19811,neutral
1983,fear
19832,angry
19877,sad
19906,sad
19923,angry
1994,happy
19950,surprise
19961,happy
2006,angry
20222,angry
20227,fear
20287,surprise
20290,angry
20298,angry
20303,angry
20312,fear
20328,angry
20353,angry
20374,angry
20451,neutral
2050,angry
20505,happy
20532,angry
2055,angry
20629,angry
20630,fear
20635,angry
20640,neutral
20653,angry
20673,angry
20686,angry
20736,angry
20739,neutral
20796,angry
20817,angry
20849,neutral
21068,angry
21099,sad
21111,angry
21131,fear
21135,angry
21161,angry
2117,surprise
21173,fear
21284,fear
21371,angry
21374,happy
2142,neutral
21447,surprise
21472,angry
21511,fear
21512,fear
21520,surprise
21541,sad
21573,sad
21670,sad
21703,angry
21723,neutral
21782,angry
21836,neutral
21865,angry
21916,fear
21921,happy
21922,neutral
2194,angry
22089,angry
22183,fear
22184,angry
22198,angry
2225,neutral
22309,angry
22334,sad
22375,neutral
22516,angry
22695,angry
22733,angry
22739,happy
22789,angry
22807,neutral
22810,neutral
22832,angry
2290,fear
22990,angry
23,sad
23008,fear
23041,sad
23059,angry
23085,happy
23164,angry
23194,angry
23215,neutral
23230,happy
23246,angry
23327,happy
23404,neutral
23468,happy
23473,angry
23488,angry
23521,neutral
23532,angry
23749,neutral
23780,angry
23783,happy
23814,angry
23847,angry
23886,sad
24067,sad
2407,angry
24071,sad
24176,angry
24184,angry
24252,sad
24378,angry
24412,angry
24428,angry
24435,happy
24437,sad
24441,fear
24466,angry
24490,neutral
245,angry
24501,sad
24542,sad
24660,fear
24678,angry
24711,angry
24789,angry
24797,angry
24819,angry
24821,neutral
2484,angry
2486,neutral
2487,angry
24886,fear
249,neutral
24959,surprise
24967,angry
2498,neutral
24992,angry
25082,sad
25088,angry
251,fear
25101,fear
2511,angry
25131,fear
25144,angry
25209,angry
25255,neutral
25343,happy
25360,neutral
25435,angry
25528,angry
25542,happy
2557,angry
2558,fear
25612,happy
25681,neutral
25688,sad
25778,happy
25795,neutral
2581,angry
25811,angry
25813,happy
25844,neutral
25874,angry
25876,angry
25886,angry
25891,sad
259,angry
25944,fear
25973,neutral
26025,angry
26038,angry
26059,fear
26121,neutral
26124,fear
26137,happy
26163,happy
26175,fear
26177,angry
26181,angry
26185,fear
26248,angry
26264,fear
26267,sad
26337,sad
26344,angry
26437,sad
26446,neutral
26462,neutral
26572,fear
26597,happy
26618,fear
26620,angry
2668,angry
26725,angry
26789,sad
26845,fear
26860,fear
26886,angry
26899,angry
26900,angry
26919,angry
26928,angry
26956,happy
27016,angry
27022,angry
27054,fear
2709,fear
2712,angry
27284,angry
27296,angry
27385,angry
27413,neutral
27464,angry
27483,fear
27544,happy
2762,happy
27652,fear
2770,angry
27704,happy
27715,angry
27726,neutral
27744,neutral
27770,angry
27777,angry
27798,angry
27828,happy
2791,angry
27967,sad
27982,angry
28015,neutral
28058,angry
28062,neutral
28120,happy
28144,surprise
28148,angry
28149,neutral
28207,angry
28248,angry
28288,angry
28300,angry
28401,happy
28438,angry
28498,neutral
28509,angry
28543,sad
28547,angry
28560,angry
28585,angry
28614,angry
28618,angry
28620,fear
28660,angry
28707,fear
28720,angry
28731,angry
28737,surprise
28743,angry
28749,angry
28800,fear
28840,angry
28867,angry
28884,neutral
2890,fear
28932,sad
28952,angry
29085,angry
29119,angry
29132,sad
29202,angry
29266,angry
29319,neutral
2933,angry
29414,sad
29471,angry
29477,fear
29493,angry
29523,happy
29527,neutral
29554,angry
29571,angry
29581,angry
29588,angry
29614,happy
29669,fear
29685,sad
29730,happy
298,sad
29818,angry
29866,neutral
29929,neutral
29931,surprise
29947,happy
29977,sad
29980,angry
30002,angry
30004,angry
30015,happy
30024,angry
30058,neutral
30059,angry
30082,fear
30085,angry
30171,angry
3021,angry
30260,happy
30273,sad
30290,neutral
30305,angry
30320,neutral
30325,angry
30394,angry
30415,neutral
30420,fear
30456,sad
30458,neutral
30460,angry
30490,neutral
30509,happy
30535,fear
30563,neutral
30584,surprise
30619,neutral
30901,angry
30933,sad
30944,happy
3099,happy
31033,angry
31042,sad
31081,neutral
31083,neutral
31138,angry
31142,happy
31203,neutral
3121,angry
3137,angry
31491,angry
31529,neutral
31544,fear
31609,neutral
31635,fear
31693,sad
31703,angry
3176,neutral
31849,surprise
3186,angry
31873,angry
3188,happy
31928,happy
32023,angry
32024,angry
32153,happy
32161,neutral
32223,angry
32231,angry
3226,angry
32278,angry
32281,angry
32298,surprise
32336,fear
32352,angry
32367,angry
32454,neutral
32464,sad
32473,angry
3248,happy
32481,sad
32506,angry
32512,angry
32575,happy
32584,angry
32617,sad
32662,happy
32755,sad
32777,angry
33015,angry
3303,surprise
33105,angry
33131,fear
33221,angry
3327,sad
33301,happy
33308,angry
3334,sad
33352,angry
33444,fear
33450,fear
33459,angry
33494,neutral
33560,happy
33573,fear
33633,angry
33666,angry
3370,angry
33729,angry
3377,neutral
338,angry
33809,angry
33829,sad
33890,neutral
33924,sad
33926,fear
3393,sad
33935,fear
33977,happy
33987,fear
33998,angry
34036,angry
34040,neutral
3412,neutral
34138,angry
34151,angry
34175,happy
34178,angry
34184,angry
34238,angry
34259,angry
34352,sad
34359,angry
34363,angry
34448,angry
34474,angry
3449,angry
34507,happy
34581,angry
34592,angry
34596,sad
34620,angry
3467,angry
34714,sad
34778,sad
34879,surprise
35009,angry
35010,neutral
35028,angry
35041,angry
35059,angry
35145,angry
35149,angry
35162,angry
35210,angry
3522,fear
35261,fear
35298,happy
35407,neutral
35425,angry
35439,fear
35447,fear
35514,angry
3558,angry
3564,angry
35669,sad
35681,angry
35682,angry
35731,fear
35753,sad
35805,angry
35809,angry
35820,angry
35828,fear
35881,sad
35884,neutral
3599,sad
3632,angry
377,sad
38,angry
3802,angry
3819,neutral
3839,sad
3862,neutral
3870,happy
3913,angry
4015,angry
404,angry
4060,neutral
4077,fear
4100,sad
4196,neutral
4229,neutral
4306,angry
4317,fear
4324,angry
4349,angry
4384,angry
4396,surprise
4397,sad
4459,neutral
4468,angry
4502,angry
4579,angry
4616,angry
4637,neutral
4660,neutral
4665,angry
4670,sad
4700,angry
4751,fear
4807,fear
4878,angry
4937,sad
5010,angry
5060,happy
5064,neutral
521,angry
5220,angry
5233,angry
5244,angry
5259,angry
5312,fear
5317,fear
5400,happy
5422,surprise
5432,angry
5434,fear
5459,fear
5519,angry
5564,fear
5570,angry
5582,fear
5607,sad
5610,angry
5637,happy
5732,angry
5739,fear
5780,angry
5810,angry
5822,angry
5859,angry
5883,angry
5888,happy
589,angry
5902,angry
5962,angry
6009,angry
6017,neutral
6075,angry
608,sad
6088,angry
6119,sad
6129,angry
6155,angry
6225,surprise
6232,fear
624,angry
6274,angry
6278,angry
6283,angry
6321,sad
633,surprise
6347,angry
6364,angry
6365,sad
6375,angry
6390,angry
6420,angry
6426,sad
6471,fear
6484,angry
65,sad
654,neutral
6547,happy
6555,neutral
6561,angry
6566,angry
6580,angry
6581,angry
6584,fear
6618,angry
6621,fear
665,angry
6652,angry
6726,fear
6739,angry
6745,neutral
676,neutral
6766,angry
6809,happy
6890,neutral
6923,angry
6955,angry
6965,angry
7015,angry
7056,angry
7103,fear
7136,happy
7174,angry
7219,fear
7257,angry
7261,neutral
727,sad
7284,angry
7291,neutral
7409,angry
7492,angry
7550,fear
7559,angry
7589,happy
764,neutral
7655,fear
7668,angry
7729,angry
7777,angry
7793,angry
7811,sad
7886,surprise
7919,sad
7937,angry
7979,angry
8000,angry
8001,angry
8052,angry
8096,sad
8103,fear
8130,angry
8151,sad
816,angry
8267,fear
8275,angry
8299,angry
8402,fear
842,angry
854,angry
8555,neutral
8581,neutral
8593,fear
861,fear
8661,fear
8685,angry
8719,sad
8734,happy
8902,angry
8916,neutral
8969,fear
9012,angry
9059,neutral
9100,angry
9156,surprise
9266,angry
9293,angry
9331,angry
9400,fear
9567,neutral
9615,angry
966,angry
9691,sad
9698,neutral
9715,angry
9748,angry
9785,fear
9802,neutral
9811,neutral
9862,sad
9884,sad
9931,angry
10053,angry
10435,angry
10532,fear
1115,disgust
11222,fear
11529,disgust
11639,disgust
12417,disgust
12753,angry
13372,fear
13597,fear
13652,angry
13847,angry
14041,surprise
14869,fear
14954,fear
14958,angry
15110,fear
16021,angry
16054,angry
16121,angry
16264,angry
16718,disgust
17260,angry
18077,neutral
1843,surprise
18464,disgust
18716,angry
19649,happy
19734,neutral
19770,disgust
19801,neutral
19831,sad
20761,fear
21744,fear
21765,disgust
21851,sad
22320,angry
2275,sad
23141,happy
23153,fear
23665,neutral
23876,sad
24578,angry
25267,angry
25538,neutral
25541,happy
26859,happy
2732,disgust
2742,sad
28332,angry
28390,fear
28710,angry
28987,angry
29158,angry
29269,fear
30347,fear
30428,angry
30499,angry
30601,angry
30719,angry
30761,disgust
30907,angry
3101,happy
31232,happy
31323,surprise
31796,sad
31828,angry
32487,surprise
32681,angry
33209,angry
33284,angry
33561,angry
33670,angry
33995,angry
34022,angry
34432,fear
34505,angry
34519,happy
3521,fear
35376,angry
35580,disgust
3690,fear
3778,disgust
4002,fear
4004,fear
4265,fear
4312,angry
4481,angry
4737,sad
5085,angry
533,fear
573,disgust
6231,disgust
6926,angry
7068,surprise
7192,angry
7405,fear
7455,angry
7592,angry
7835,disgust
807,fear
8415,happy
8585,disgust
8726,fear
8893,disgust
8948,fear
9043,angry
9297,angry
9460,disgust
9504,neutral
10029,surprise
10043,fear
10044,surprise
1008,fear
10099,fear
101,surprise
10189,sad
10263,fear
10267,angry
10278,happy
10292,angry
10355,fear
10409,happy
10437,neutral
10443,sad
10445,neutral
10458,surprise
10489,fear
10493,surprise
10534,surprise
1075,surprise
10758,sad
1079,fear
10797,fear
10832,neutral
10933,angry
10944,surprise
10968,fear
10979,neutral
11030,happy
11036,angry
11039,neutral
11054,neutral
11057,neutral
11104,sad
11112,fear
11137,surprise
11143,angry
11146,sad
1116,angry
1128,surprise
1133,angry
11353,angry
11360,happy
1137,sad
11381,happy
11412,fear
11416,sad
11471,angry
11536,surprise
1154,sad
11559,angry
11587,sad
11653,surprise
11682,fear
11687,neutral
1169,fear
11704,fear
11706,neutral
11727,sad
11729,sad
11747,disgust
11754,angry
11774,sad
11816,angry
11855,happy
11904,fear
1193,surprise
11944,fear
11968,angry
11999,fear
12063,neutral
12125,sad
12255,happy
12259,happy
12313,surprise
12334,angry
12350,surprise
12383,happy
12431,sad
12440,neutral
12472,neutral
12496,sad
12527,fear
12578,neutral
12592,fear
12634,angry
12674,neutral
12676,angry
12698,surprise
12712,angry
12737,surprise
12809,happy
12891,fear
12948,surprise
12986,fear
12988,fear
13067,neutral
13071,fear
131,fear
13114,sad
13121,fear
13152,fear
13179,fear
13233,neutral
1325,neutral
13250,angry
13252,fear
13301,surprise
13306,angry
13308,fear
13310,angry
13362,fear
13394,happy
13405,fear
1343,angry
13482,fear
13486,sad
13518,fear
13549,surprise
13561,surprise
13585,angry
13587,happy
13593,fear
13596,happy
13638,sad
13664,surprise
1367,fear
13683,fear
13694,fear
13798,fear
13855,neutral
1389,fear
13899,neutral
13913,angry
13921,sad
13928,surprise
13933,happy
13939,fear
13965,angry
13971,fear
1401,neutral
14011,surprise
14033,neutral
14037,angry
14044,happy
14057,sad
14082,fear
1410,surprise
14114,happy
14117,neutral
14268,fear
1429,fear
14306,neutral
1441,sad
14444,neutral
14452,angry
14509,fear
14529,fear
14551,neutral
14605,angry
14620,angry
14637,fear
1465,happy
14722,fear
1474,fear
14744,sad
14747,sad
14786,angry
14789,fear
148,angry
1485,surprise
14891,fear
14987,fear
15001,neutral
15012,neutral
15040,angry
1506,neutral
15088,fear
15134,fear
15191,fear
15198,fear
15260,fear
15268,angry
15279,sad
15280,angry
1534,angry
15503,happy
15539,neutral
15544,surprise
15578,angry
15615,surprise
15622,angry
15663,neutral
15668,sad
15678,angry
1576,neutral
15778,surprise
15859,sad
15870,angry
15881,angry
15921,surprise
15950,angry
15984,fear
1599,neutral
15999,angry
16039,fear
1606,sad
16071,surprise
16113,fear
16134,fear
16226,sad
16277,fear
16318,fear
16330,fear
16346,fear
16374,surprise
16395,angry
16429,neutral
16440,angry
16450,angry
16486,fear
16489,fear
16501,fear
16503,fear
16523,fear
16539,sad
1654,fear
16559,sad
1657,surprise
1660,fear
16609,sad
16632,angry
16674,surprise
16775,fear
16788,fear
16802,fear
16811,fear
16830,fear
16915,sad
16930,happy
16954,fear
16977,happy
16990,sad
17105,neutral
17107,fear
17114,fear
17180,fear
17191,fear
17213,sad
17217,fear
1722,angry
17236,fear
1727,angry
17314,fear
17334,fear
17369,fear
17449,sad
17479,fear
17503,angry
17550,sad
17558,sad
1756,fear
17587,angry
17631,sad
17668,fear
17685,sad
17707,fear
17710,fear
17762,angry
17816,angry
17831,neutral
17834,fear
17901,happy
17930,surprise
17932,neutral
17934,neutral
1796,sad
1799,sad
18006,angry
18010,angry
18068,sad
18073,surprise
18104,fear
18106,angry
18108,surprise
18117,angry
18148,fear
18203,neutral
18291,happy
18299,happy
18309,surprise
18317,fear
18325,angry
18336,neutral
18364,angry
1838,fear
18404,happy
18513,happy
18517,happy
18523,neutral
18527,sad
18542,fear
18569,angry
1857,sad
18574,fear
18641,angry
18713,sad
1873,surprise
18753,sad
18757,angry
18763,fear
18905,angry
18908,fear
18911,surprise
18960,neutral
18974,angry
18976,fear
18984,surprise
19000,sad
19020,fear
19064,surprise
19089,fear
19119,fear
19188,fear
19216,fear
19226,fear
19235,surprise
19252,angry
1929,fear
19349,happy
1939,neutral
19454,neutral
19473,sad
19497,fear
19559,angry
19599,fear
19612,happy
19644,happy
19682,sad
19740,surprise
19754,fear
19810,surprise
19841,angry
1986,surprise
19888,angry
19896,angry
19897,angry
19995,fear
200,angry
20037,fear
20058,neutral
20062,sad
20083,fear
20135,fear
20194,angry
20214,neutral
20265,happy
20337,fear
20411,fear
20424,angry
20450,fear
20461,fear
2047,fear
20476,angry
20495,sad
20508,surprise
20526,fear
20579,fear
20598,angry
20617,angry
20715,sad
20831,fear
20843,angry
20851,sad
20897,sad
20970,neutral
2098,angry
21,fear
21070,surprise
21101,angry
21102,surprise
21227,surprise
21230,sad
21250,angry
21269,angry
21280,fear
21352,fear
21360,neutral
21387,sad
21420,fear
21464,surprise
21499,happy
21500,fear
21556,surprise
21559,surprise
21598,surprise
21615,fear
21654,angry
21686,fear
21697,happy
2178,surprise
21833,surprise
21858,happy
21877,fear
21946,angry
21967,surprise
22050,surprise
22074,surprise
22102,sad
22130,angry
22166,surprise
2226,fear
22326,surprise
22349,happy
224,surprise
22458,angry
22485,happy
22520,surprise
22607,angry
22640,sad
22662,neutral
22756,fear
22791,angry
22827,fear
22839,surprise
22840,fear
22917,neutral
22944,angry
22988,angry
22997,happy
23038,angry
23083,sad
23100,surprise
23126,fear
23142,happy
23184,happy
23192,sad
23209,fear
23260,fear
23305,fear
23332,neutral
23362,fear
23368,fear
23389,fear
23403,fear
23427,happy
23447,angry
23463,neutral
23477,angry
23517,fear
23540,surprise
23561,fear
23566,surprise
2357,angry
23718,surprise
23731,sad
23767,fear
23778,sad
2378,fear
23791,fear
2391,fear
24016,sad
24035,neutral
24088,fear
24089,fear
24131,angry
2416,sad
24165,neutral
24185,angry
24213,fear
24220,neutral
2426,surprise
24452,fear
24479,sad
24482,sad
24539,sad
24554,happy
24562,surprise
24579,happy
24621,surprise
24625,happy
24694,fear
24721,happy
24753,fear
24763,neutral
24778,happy
24822,angry
24880,fear
24948,surprise
24963,neutral
24978,sad
24991,sad
25045,fear
25046,fear
25061,neutral
25074,surprise
25108,surprise
25109,fear
25133,fear
25162,fear
25191,fear
25202,happy
25220,angry
25242,fear
25247,sad
25298,angry
25306,fear
25327,sad
25359,neutral
25439,happy
25481,neutral
25496,neutral
25555,fear
25570,surprise
25577,fear
25590,fear
25605,fear
25621,fear
25638,fear
25647,fear
25710,fear
258,fear
25820,fear
25914,fear
2592,fear
2593,sad
26082,neutral
26091,happy
26097,sad
26131,fear
26210,neutral
26250,fear
26275,angry
26283,sad
26363,neutral
26377,sad
26385,disgust
26394,sad
264,angry
26402,angry
26409,surprise
2641,fear
26454,angry
26469,surprise
2651,fear
2657,fear
26582,fear
26726,sad
2681,angry
26842,fear
26895,happy
26916,surprise
26927,fear
26973,fear
26980,fear
270,fear
27006,angry
27077,fear
27094,neutral
27098,surprise
27103,angry
27145,angry
27300,surprise
27308,angry
27359,angry
27363,surprise
27369,sad
27488,fear
27503,angry
27509,angry
27591,sad
27635,sad
27709,sad
27764,sad
27772,fear
27806,sad
27846,surprise
27868,neutral
27889,fear
2789,neutral
27899,sad
27910,fear
27937,angry
28050,angry
28101,angry
28189,neutral
28210,angry
28243,fear
28267,fear
28308,fear
28331,sad
28417,fear
28453,surprise
28503,surprise
28515,fear
28548,fear
2858,fear
2860,fear
28627,disgust
28701,fear
28704,surprise
28724,fear
28729,angry
28734,neutral
28859,neutral
29005,fear
29026,fear
29027,neutral
29043,angry
2906,angry
29068,fear
29126,neutral
29152,sad
29219,sad
2927,neutral
29284,fear
29285,fear
29291,happy
29315,angry
29327,neutral
29349,surprise
29389,angry
29478,neutral
29528,surprise
29536,fear
29603,angry
29629,neutral
29674,fear
297,fear
29701,fear
29709,surprise
29713,fear
29720,surprise
29731,angry
29733,happy
29735,sad
29738,neutral
29795,happy
29869,neutral
2987,fear
29871,angry
2988,fear
29892,neutral
29912,neutral
29924,neutral
29990,sad
3000,fear
30062,happy
30074,neutral
30196,happy
30206,neutral
30237,fear
30253,sad
30316,neutral
30333,fear
3036,fear
30482,fear
30564,fear
3057,sad
30594,surprise
30638,sad
30735,angry
30774,angry
30798,surprise
3087,sad
30936,fear
31007,fear
31105,angry
31107,happy
31116,surprise
3112,fear
31130,fear
31157,fear
31159,surprise
31188,fear
3124,neutral
31286,fear
31330,fear
31341,angry
31357,fear
31375,angry
31395,fear
31398,surprise
314,fear
31421,sad
31461,fear
31526,sad
31535,happy
31569,fear
31625,fear
31638,sad
31655,sad
3170,surprise
31738,neutral
31782,surprise
31821,fear
31855,fear
31860,fear
31866,happy
31903,fear
31916,fear
31940,sad
31954,neutral
31973,sad
31979,neutral
32076,fear
32097,fear
32103,fear
32180,sad
32279,surprise
32323,surprise
32349,fear
32351,angry
32438,sad
32461,fear
32463,fear
32485,angry
32507,sad
32551,fear
32569,sad
32619,neutral
32623,angry
32642,fear
32682,neutral
32688,angry
3269,fear
32692,sad
32696,surprise
32758,fear
32766,neutral
32799,fear
